Course ID,Course Subject,Course Number,Course Name,Course Description
27230,PHYS,253,Electricity and Magnetism I,"Electrostatics, Gauss' law, electric potential, curl and divergence of fields, capacitance, RC circuits, Laplace's equation, Legendre equation, method of images, multipole expansion, dielectrics, polarization, dipole moments, electric displacement.
Prerequisite: PHYS 205 or equivalent; MAST 218 or equivalent, previously or concurrently.
NOTE: See PHYS 293 for laboratory associated with this course.



"
27232,PHYS,260,Introductory Biophysics,"Cell physiology; macromolecules and molecular devices; transmission of genetic information; random walks, friction and diffusion; Reynolds number; entropy, temperature and free energy; entropic forces; chemical forces; self-assembly; membranes; active transport; nerve impulses. Overview of experimental techniques: X-ray crystallography; atomic force, electron and optical microscopies; patch-clamp techniques.

NOTE: Students who have received credit for this topic under a PHYS 298 number may not take this course for credit.



"
27233,PHYS,273,Energy and Environment,"This course studies energy - a critical resource for civilization ? and the impact of energy consumption on societies and the environment. Topics include: renewable and non-renewable energy sources, the physics of energy including the Second law of thermodynamics and the notion of Entropy, energy production and distribution, and social and global environmental issues such as pollution, sustainability, climate change, regulation and the future of energy.
NOTE: Students registered in Physics, Chemistry, Biochemistry, Electrical and Mechanical Engineering programs may not take this course for credit."
27266,PHYS,334,Thermodynamics,"Equation of state, ideal and real gases, thermodynamic surfaces, first law of thermodynamics, isothermal and adiabatic processes, the energy equation, liquefaction of gases, Carnot engine, second law of thermodynamics, entropy, third law, thermodynamic potentials, Clausius-Clapeyron equation, kinetic theory, equipartition of energy, Van der Waals' equation, transport phenomena, probability and thermal distributions. Lectures only.
Prerequisite: PHYS 204 or equivalent; MAST 218, 219 or equivalent.
NOTE: See PHYS 393 for laboratory associated with this course.



"
27267,PHYS,335,Methods of Theoretical Physics II,"Function of a complex variable, Fourier series, applications to a vibrating string, heat conduction, Fourier transform, Laplace transform, application to differential equations, delta functions, eigenvalue problems. Lectures only.
Prerequisite: PHYS 232 or equivalent; MAST 219 previously or concurrently.




"
27270,PHYS,345,Advanced Classical Mechanics,"Survey of Newtonian mechanics; D'Alembert's principle and Lagrangian formulation; variational formulation and Hamilton's principle. Hamiltonian formulation, canonical transformations, Poisson brackets (connection to quantum mechanics); central force motion; planetary motion; scattering in a central field, dynamics of rigid bodies; Euler's equations; Hamilton-Jacobi theory, applications. Introduction to non-linear mechanics.
Prerequisite: PHYS 232 or equivalent; PHYS 245 or equivalent; MAST 219.
NOTE: Students who have received credit for PHYS 346 may not take this course for credit.



"
27279,PHYS,354,Electricity and Magnetism II,"Biot-Savart Law, Ampere's law, divergence and curl of B, magnetic vector potential, magnetization, ferromagnetism, electromagnetic induction, motional EMF, inductance, transformer, ac-circuits, Maxwell's equations, the wave equation, polarization, reflection and transmission of em waves, rectangular wave guide, half-wave antenna. Lectures only.
Prerequisite: PHYS 253 or equivalent; MAST 219 or equivalent, previously or concurrently.
NOTE: Students who have received credit for PHYS 254 may not take this course for credit.



"
27280,PHYS,355,ELECTRONICS,"Basic circuit analysis, network theorems, maximum power transfer, diode characteristics and circuits, power supply designs, transistor characteristics, incremental equivalent circuits, input and output impedance calculations,emitter follower and Darlington amplifiers, power amplifiers, dc stabilization and negative feedback, operational amplifiers, phase detection, frequency multiplier and special circuits. Lectures only.
NOTE: See PHYS 290 for laboratory associated with this course."
27285,PHYS,367,Modern Physics and Relativity,"Relativity: Lorentz transformations (revision), space-time and four-tensors, Minkowski map of space-time, four-velocity and four-acceleration, four-momentum, equivalence of mass and energy, angular momentum, three- and four-force, formal structure of Maxwell's theory, transformation of E and B, electromagnetic energy tensor. Atomic Physics: Introduction to the theory of backbody radiation, the photoelectric effect, the Compton effect, De Broglie's postulate, Bohr's postulates, Bohr's and Sommerfeld's model, SchrÃ¶dinger's quantum mechanics, SchrÃ¶dinger's equation, Bohr's interpretation of the wavefunctions, expectation values, time-independence, eigenfunctions and eigenvalues, energy quantization; solutions of the time-independent SchrÃ¶dinger's equation free particle, and simple one-dimensional potentials.
Prerequisite: PHYS 205, 206 or equivalent; PHYS 354 recommended.
NOTE: See PHYS 394 for laboratory associated with this course.



"
27286,PHYS,370,Nonlinear Dynamics/Chaos/Fractals,"One-dimensional flows and maps, bifurcations, two-dimensional flows and maps, phase plane and limit cycles. Lorenz equations, strange attractors, chaos and nonlinearity, deterministic chaos, period doubling, experimental manifestations. Fractals, fractal dimension, examples of chaos and of fractals. Applications in physics, biology, chemistry, and engineering.
Prerequisite: PHYS 232 or equivalent.
NOTE: Students who have received credit for this topic under a PHYS 498 number may not take this course for credit.



"
27287,PHYS,377,Quantum Mechanics I,"Prerequisite: PHYS 367. Schrödinger equation, probabilistic interpretation, normalization, expectation values, the uncertainty principle, stationary states, the free particle, infinite square well, the finite square well, the harmonic oscillator, the delta potential, the scattering matrix, vector spaces, postulates of quantum mechanics, operators and eigenvectors, compatible observables, the uncertainty relations, time-evolution of states, Ehrenfest's equations, the variational principle, nondegenerate time-independent perturbation theory, degenerate perturbation theory, spherical coordinates and the hydrogen atom, angular momentum, spin, addition of angular momenta.

NOTE: Students who have received credit for PHYS 477 may not take this course for credit."
27296,PHYS,392,SELECTED TOPICS IN PHYSICS,Please see UGRD Calendar
27329,PHYS,435,Statistical Physics,"Statistical concepts, probability, Gaussian probability distribution, statistical ensemble, macrostates and microstates, thermodynamic probability, statistical thermodynamics, reversible and irreversible processes, entropy, thermodynamic laws and statistical relations, partition functions, Maxwell's distributions, phase transformation, Maxwell-Boltzmann, Fermi-Dirac, and Bose-Einstein statistics, quantum statistics in classical limit, black-body radiation, conduction of electrons in metal, interacting particle system, lattice vibrations, virial coefficients, Weiss molecular field approximation, Kinetic theory of gases, Boltzman equation. Lectures only.
Prerequisite: PHYS 334, 367.




"
27331,PHYS,436,METHODS OF THEO PHYSICS III,Please see UGRD Calendar
27333,PHYS,440,COMP.METHODS&SIMULATIONS,Please see UGRD Calendar
27342,PHYS,461,Membrane Biophysics,"Prerequisite: BIOL 266; PHYS 460. Fluid dynamics; composition of natural membranes; selection criteria for artificial membranes; phases and phase transitions of lipids; lipid-protein interactions; transport mechanisms across membranes; facilitated diffusion, Michaelis-Menten equation, ion channels, active transport against a concentration gradient, ATPase; origin of membrane potentials; electrogenic ion pumps; experimental methods to measure membrane potentials (patch clamp, optical, radioactive); resting and action potentials."
27346,PHYS,468,Condensed Matter and Nanophysics,"Prerequisite: PHYS 459; PHYS 377 previously or concurrently. Review of phonon modes and electron band structure. Quantum condensed-matter topics: Hartree-Fock, mesoscopic quantum transport theory (quantum dots, 1D systems, 2D systems), superconductivity, the quantum Hall effects, and weak localization.
NOTE: Students who have received credit for PHYS 467 may not take this course for credit."
27350,PHYS,478,Quantum Mechanics II,"Particle states, classification of symmetry, parity, numerical solution of Schrödinger's equation, WKB approximation, variational method, alpha decay probability, time-dependent perturbation theory, systems of particles in one dimension, interacting particles, identical particles, Pauli exclusion Principle, Motion in three dimensions, hydrogen atom, angular momentum and spin, Pauli spin matrices, Dirac's relativistic wave equation.
Prerequisite: PHYS 377.




"
27384,PHYS,601,ADVANCED QUANTUM MECHANICS I,Please see GRAD Calendar
27385,PHYS,602,ADV QUANTUM MECHANICS II,Please see GRAD Calendar
27402,PHYS,635,SEL TOP/SOLID STATE PHYSICS,Please see GRAD Calendar
27406,PHYS,636,CONDENSED MATTER PHYSICS I,Please see GRAD Calendar
27407,PHYS,637,CONDENSED MATTER PHYSICS II,Please see GRAD Calendar
27409,PHYS,644,ADV CLASSICAL MECH/RELATIV Y,Please see GRAD Calendar
27421,PHYS,663,QUANTITATIVE HUMAN SYSTEMS PHYSIOLOGY,Please see GRAD Calendar
27429,PHYS,679,SELECTED TOP IN APPLIED PHYS,Please see GRAD Calendar
27440,PHYS,850,DOCTORAL RESEARCH & THESIS,Please see GRAD Calendar
27442,PHYS,855,COMPREHENSIVE EXAMINATION,Please see GRAD Calendar
37999,PHYS,649,SEL TOPICS  IN THEO PHYS,Please see GRAD Calendar
42204,PHYS,642,STATISTICAL PHYSICS,Please see GRAD Calendar
42206,PHYS,752,MASTER S RESEARCH AND THESIS,Please see GRAD Calendar
42207,PHYS,761,DEPT SEM FOR M. SC. STUDENTS,Please see GRAD Calendar
42209,PHYS,790A,THESIS,Please see GRAD Calendar
42210,PHYS,870,COMPREHEN E EXAM/RSRCH PROPO,Please see GRAD Calendar
46983,PHYS,298,Selected Topics in Physics,Please see UGRD Calendar
46984,PHYS,324,SELECTED TOPICS IN PHYSICS,Please see UGRD Calendar
46985,PHYS,325,SELECTED TOPICS IN PHYSICS,Please see UGRD Calendar
46986,PHYS,398,SELECTED TOPICS IN PHYSICS,Please see UGRD Calendar
46987,PHYS,399,SELECTED TOPICS IN PHYSICS,Please see UGRD Calendar
46988,PHYS,498,ADVANCED TOPICS IN PHYSICS,Please see UGRD Calendar
46989,PHYS,499,ADVANCED TOPICS IN PHYSICS,Please see UGRD Calendar
46990,PHYS,618,TOPICS:QUANTUM+PARTICLE PHYS,Please see GRAD Calendar
46991,PHYS,619,SEL TOP/ELEMENTARY PART PHYS,Please see GRAD Calendar
47814,PHYS,284,Introduction to Astronomy,"This course explores current knowledge of the cosmos from the celestial sphere towards the farthest reaches of the universe. The journey begins with a description of planet earth, its place in the solar system, and resulting seasonal changes, tidal movements, and earth?s precession. Further out, the solar system, the planets, star clusters, the Milky Way galaxy, and modern strange systems such as black holes, quasars, and supernovae are explored. The physical, theoretical and experimental grounds for understanding are described including Newton's laws, quantum and relativistic theories of light and matter, the science of visual and microwave telescopes, and techniques for discovering the existence of planets in other solar systems is also described. Lectures only."
48349,PHYS,460,Chemical Aspects of Biophysics,"Prerequisite: PHYS 253; PHYS 334 previously or concurrently. Stabilizing protein
structures; bonding and nonbonding interactions; energy profiles; Ramachandran plot; stabilization through protonation-deprotonation. Interaction of macromolecules with solvents. Thermodynamics of protein folding. Ligand binding, Marcus-theory of biological electron transfer. Examples of modern biophysical techniques: electronic spectroscopies (absorption, fluorescence), X-ray absorption spectroscopy, NMR and EPR spectroscopy, IR and Raman spectroscopy, circular dicroism, differential scanning calorimetry.
NOTE: Students who have received credit for PHYS 360 may not take this course for credit.
NOTE: Students enrolled in a BSc Honours or Specialization in Biochemistry may not take this course for credit."
48350,PHYS,462,Bioenergetics,"Prerequisite: PHYS 460, 461. Chemiosmotic energy transduction, ion transport across energy conserving membranes, quantitative bioenergetics: measurement of driving forces. Chemiosmotic proton circuit, respiratory chains, photosynthesis, photosynthetic generators of protonmotive force, coupling between biological electron and proton transfer reactions, ATP synthase, metabolite and ion transport, mitochondria in the cell."
48351,PHYS,459,Solid State Physics,"Prerequisite: PHYS 377 previously or concurrently. Drude and Sommerfeld theory of
metals, crystal lattices, reciprocal lattice, electron levels in periodic potentials, tight-binding method, semiclassical model of electron dynamics and of conduction in metals, relaxation-time approximation, Boltzmann equation, homogeneous semiconductors, lattice vibrations, Fermi surface, cohesive energy.
NOTE: Students who have received credit for PHYS 358 may not take this course for credit."
48372,PHYS,660,CHEMICAL ASPECTS OF BIOPHYSICS,Please see GRAD Calendar.
48373,PHYS,443,QUANTITATIVE HUMAN SYSTEMS PHYSIOLOGY,"Prerequisite: Open to all in-program Science and Engineering students with a minimum of 45 University credits, not including CEGEP-level science prerequisites, or permission of the instructor. This course addresses important concepts of quantitative systems physiology and the physical bases of physiological function in different organ systems. Students become familiar with the structure and functional principles of the main physiological systems, and how to quantify them. These include the nervous, cardiovascular, respiratory and muscular systems. Important biophysical principles and quantitative physiological methods are presented. These include biophysics of muscle contractions, fluid dynamics in the cardiovascular system, respiration gas exchange and neuronal communication, and how the biophysics of neuronal communications can be used to image brain activity."
48374,PHYS,445,PRINCIPLES OF MEDICAL IMAGING,"Prerequisite: Open to all Science and Engineering in-program students who have
completed at least 45 credits of University courses (not counting CEGEP-level
prerequisites) or permission of the instructor. This course introduces the physical principles associated with important medical imaging techniques used in medicine and in neuroscience research. The objective is to cover the whole imaging process in detail starting from the body entities to be imaged (e.g. structure, function, blood flow, neuronal activity), extending to the physical principles of data acquisition and finally the methods used for image data reconstruction. Imaging modalities presented may include X-Ray and Computer Tomography, Magnetic Resonance Imaging, nuclear medicine, ultrasound, electrophysiology and optical imaging techniques."
48375,PHYS,665,PRINCIPLES OF MEDICAL IMAGING,Please see GRAD calendar
49631,PHYS,609,Selected Topics in Quantum or High Energy Physics,"This course reflects the research interests of the physics faculty in quantum or high energy physics and/or those of the graduate students working with them.

Note: Students who have taken the same topic under PHYS 615, PHYS 618 or PHYS 619 may not take this course for credit."
50146,PHYS,289,Honours Research Experience,"This course is a first supervised research project in Physics or Biophysics. Students work under the supervision of a member of the Faculty on either an experimental, computational, or theoretical research project.The learning outcomes include, but are not limited to, developing the ability to do an overview literature review, develop awareness of methods used to troubleshoot research work progress, develop familiarity with organization and communication of research results, understand the importance of collaborative and ethical research, make a targeted research contribution on a current research project. A formal, written report is required.

NOTE: This course is intended as an elective physics course for honours students doing research in the Department."
50147,PHYS,389,Honours Research Experience II,"This course is a second supervised research project in Physics or Biophysics. Students work under the supervision of a member of the Faculty on either an experimental, computational, or theoretical research project. The learning outcomes include, but are not limited to, developing the ability to conduct a detailed literature review, develop productive methods to troubleshoot research work progress, learn to organize and communicate research results at an intermediate level, develop the ability to work collaboratively and ethically, and make a targeted, but substantive, research contribution on a current research project. A formal, written report is required.

NOTE: This course is intended as an elective physics course for honours students doing research in the Department"
50068,PLTH,501,Play Therapy 1 Introduction to Play Therapy,"This course introduces the history, major models, and processes of play therapy. The
basic model of child-centered play therapy, which evolved from the humanistic
psychotherapy model, is explored through both theory and practice. Topics such as
trauma, negative life experiences, the impact of these experiences on the brain and the
child?s development are introduced and will continue to be explored in other course
material. This course introduces students to the four structures which contain a play
therapy session. Evaluation and assessment in play therapy is addressed. The course
covers common themes in play therapy acknowledging the cultural diversity of clients,
record-keeping, preparation for the ending of the therapy relationship and the essential
materials for an effective and culturally responsive playroom."
50070,PLTH,502,Play Therapy 2 Cognitive Behavioural Child-Centered Play Therapy,"Prerequisite: PLTH 501.
This course focuses on the theories and techniques that inform cognitive behavioural
therapy and their application in play therapy. Topics include the cognitive model and
cognitive behavioual therapy assessment and evaluation, session structure, and directive
interventions in play therapy."
50071,PLTH,503,Play Therapy 3 Child-Centered Group Play Therapy,"Prerequisites: PLTH 501, PLTH 502.
This course emphasizes the philosophy and rationale for group work with children and
pre-adolescents. Focus is on the goals of group therapy, the role of the play therapist,
screening and selection of group members, play and activities at various developmental
levels, and planning and structuring sessions. Building on PLTH 502, this course covers
when to integrate cognitive behavioual therapy into child-centered group play therapy."
50072,PLTH,504,Play Therapy 4 Relational Play Therapy and Filial Play Therapy,"Prerequisites: PLTH 501, PLTH 502, PLTH 503.
This course focuses on the history, theoretical foundations, research, and practical
applications of relational and filial play therapy. In particular, students examine the
techniques and models to work with parents including the Guerney, VanFleet and
Landreth models based on attachment and self-regulation theories. Students learn
techniques to support the attunement of parents to their children and facilitate a more
secure attachment and the strengthening of family bonds."
50073,PLTH,505,Play Therapy 5 Neurobiology and Attachment in Play Therapy,"Prerequisites: PLTH 501, PLTH 502, PLTH 503, PLTH 504.
This course covers neurobiological attachment theories within child-centered play therapy.
This course focuses on understanding how trauma impacts neurological development and
the treatment of trauma using child-centered play therapy."
27584,POLI,202,Introduction to Political Science,"This course seeks to develop a broad basis from which to pursue further political inquiry. It offers an introductory examination of basic ideas regarding the state, power, authority, and systems of government. The course examines the diverse approaches to the specific study of political phenomena and provides a fundamental understanding of political concepts."
27585,POLI,203,Introduction to Comparative Politics,"This course introduces students to the main concepts of comparative political analysis. Major topics include different types of governmental systems and institutions, regime types, electoral systems and political parties, state-society relations, political economy, nationalism, democratization, globalization, and other types of political transformations. By examining several different countries, students gain an understanding of the great diversity of political life and the many ways in which politics affects citizens.





"
27586,POLI,204,INTRO TO CANADIAN POLITICS,Please see UGRD Calendar
27587,POLI,205,Introduction to International Relations,"This course introduces the principal themes, terms, concepts, and debates in the contemporary study of international relations. It provides an historical analysis of global politics and international economy.





"
27588,POLI,206,Introduction to Western Political Theory,"This course introduces students to the study of Western political theory through a variety of primary source readings. Assigned texts may be drawn from philosophy, history, literature and other forms of political writing.





"
27589,POLI,207,Introduction to Political Science Research,"This course demonstrates how research is conducted in political science. Students learn how to develop a research design. The course introduces them to various research methodologies and provides several approaches for reporting and presenting research.

NOTE: Students who have received credit for POLI 392 may not take this course for credit.



"
27590,POLI,208,Global Environmental Issues and Ecological Justice,"This course introduces students to collective action problems faced by governments,
international organizations, corporations, advocacy groups, and scientists. Topics may include climate change, biodiversity conservation, hazardous waste disposal, water and food security.

NOTE: Students who have received credit for LOYC 240 or POLI 394, or for this topic under a POLI 298 number, may not take this course for credit."
27591,POLI,209,Public Security and Terrorism,"This course provides an overview of modern terrorism and its evolution, focusing on terrorist movements, groups, and incidents in many parts of the world over time. Students gain an understanding of the theory behind terrorism, its roots, goals, and ideologies, as well as its relation to governments, the media, and the public.

NOTE: Students who have received credit for this topic under a POLI 298 number may not take this course for credit.



"
27598,POLI,212,Politics and Economy,"This course is a general introduction to the interaction between politics and economy. It focuses on the impact of international and national economic structures on domestic political systems.





"
27600,POLI,214,Human Rights: An Overview,"This course introduces students to the historical origins of the concept of human rights; the international regime and the acceptance of several generations of rights such as civil and political rights, economic rights, group rights, and women's rights; the critiques of universalism and the problems of implementation of human rights.

NOTE: Students who have received credit for this topic under a POLI 298 number may not take this course for credit.



"
27601,POLI,215,Global Politics,"This course introduces students to several theoretical perspectives related to global politics, and then examines current events. The focus is on conflict resolution, the impact of globalization, the roles of international organizations, and information technology.

NOTE: Students who have received credit for this topic under a POLI 298 number may not take this course for credit.



"
27602,POLI,216,Introduction to the United Nations,"This course examines the operations and issues of the United Nations organization. It covers the operation of the Security Council and other components of the United Nations. It surveys micro-issues such as routine operations, the internal bureaucracy, the ethics of its procedures, and its historical background.

NOTE: Students who have received credit for this topic under a POLI 298 number may not take this course for credit.



"
27603,POLI,217,Comparing Democracies,"This course introduces students to the field of comparative politics by examining the institutional structures of established advanced industrial democracies. Particular emphasis is placed on the study of constitutions; the legislative, executive, and the judicial branches of government; and the electoral and party systems.

NOTE: Students who have received credit for this topic under a POLI 298 number may not take this course for credit.



"
27604,POLI,219,Governance and Organized Crime,"This course examines the history, legal processes and the role played by governmental security structures such as the police and the bureaucracy, as well as the international agencies that combat organized crime. To begin with, this course describes and defines organized crime and provides an overview of different theories and models explaining organized crime. Furthermore, the course focuses on certain specific issues such as drug trafficking, prostitution, racketeering, smuggling, and economic crimes. Different types of organized crime groups such as Asian gangs, the Mafia, and outlaw motorcycle gangs - the Hells Angels in particular - are also discussed. Finally, the course examines particular cases of terrorism and structures of governance and how they relate to organized crime.

NOTE: Students who have received credit for this topic under a POLI 298 number may not take this course for credit.



"
27649,POLI,300,Not-for-Profit Organizations and the Law,"This course introduces students to the legal regimes affecting not-for-profit organizations (NPO). The course covers the legal structures, rules and procedures that govern NPOs, the vast diversity of NPOs, and
practical questions such as how to set up an NPO.

NOTE: Students who have received credit for this topic under a POLI 316 number may not
take this course for credit."
27653,POLI,301,Social Movements and Protest Politics,"This course examines the ideas, organization, and actions of such social movements as environmentalism, peace, human rights, labour, feminism, and antiglobalization. Theories of social movement mobilization, influence across national contexts, and the politics of protest are given particular attention."
27654,POLI,302,Causes of War,"This course examines the causes of war and peace in the international system. It studies the impact on war and peace of such influences as cognitive psychology, identity, group decision-making, bureaucratic processes, regime types, conflict spirals, arms control, arms races, balance of power, hegemonic stability theory, trade interdependence, environment and non-renewable resources, and international institutions.

NOTE: Students who have received credit for this topic under a POLI 298 number may not take this course for credit."
27655,POLI,303,Chinese Security Politics,"This course examines the rise of China as a major power, and in particular the implications this has for military aspects of China?s relations. China?s security policy is examined from a theoretical, historical, political, and economic perspective, and the implications of these are examined in the cases of its foreign relations with neighbours and other great powers.

NOTE: Students who have received credit for this topic under a POLI 313 number may not take this course for credit."
27656,POLI,304,Theories of Foreign Policy Making,"This course explores the major international and domestic determinants of foreign policy. Principal topics include the influence on foreign policy of the international system, geography, leadership, regime-type, transnationalism, and non-governmental organizations. This course draws upon the experiences of a variety of Western democratic states.

Prerequisite: POLI205; or permission of the Department.

NOTE: Students who have received credit for POLI338 or for this topic under a POLI398 number may not take this course for credit."
27657,POLI,305,International Political Economy,"This course examines institutions, processes, and issues in economic relations between states. Topics covered include theories of international political economy (IPE), international trade, global finance, multinational corporations, economic development, globalization, and regional blocs.
Prerequisite: POLI 205 and 207; or permission of the Department."
27658,POLI,306,Classical Political Thought,"This course focuses on the foundations of Western political thinking in ancient Greece. Through a careful examination of texts by Greek poets, historians and philosophers, concepts such as nature and convention, regime types, and justice and the good life are explored.
Prerequisite: POLI 206 and 207; or permission of the Department.




"
27659,POLI,307,The U.S. Presidency,"This course provides a broad yet detailed introduction to the U.S. Presidency. Primary topics of study include the constitutional nature of the presidential office, how it has evolved over time, its place in American politics, its relationship with the rest of the federal government, its role in the policy-making process, and the relationship between individual presidents and the presidency as an institution.
NOTE: Students who have received credit for this topic under a POLI 313 or 487 number may not take this course for credit."
27661,POLI,309,Women and Politics in Canada,Please see UGRD Calendar
27662,POLI,310,Politics of the U.S.,"This course surveys the structures and dynamics that inform the contemporary American political process. In addition to studying the traditional governmental institutions, the course aims to provide a foundation for understanding and critically analyzing public opinion, the media and elections, federalism, political parties and interest groups, civil rights and civil liberties, and current issues in public policy.
Prerequisite: POLI 203 and 207; or permission of the Department.




"
27665,POLI,311,International Public Law,"This course explores the meaning, effectiveness, and potential of interstate law. Among the topics covered are the source and development of international law; the role of the International Court of Justice; sovereignty, territory, and natural resources; human rights violations, the state and war crimes tribunals; and international environmental law.
Prerequisite: POLI 205 and 207; or permission of the Department.




"
27667,POLI,312,Special Topics in International Politics,"Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule."
27669,POLI,313,Special Topics in Comparative Politics,Please see UGRD Calendar
27673,POLI,314,SPE TOP/CDN & QUE POLITICS,Please see UGRD Calendar
27675,POLI,315,International Organizations,"This course offers an overview of international institutions and global governance. It examines major theoretical perspectives on international organizations, and addresses the role of the United Nations system, regional organizations, and non-governmental organizations in promoting international co-operation to address collective problems.
Prerequisite: POLI 205 and 207; or permission of the Department.




"
27676,POLI,316,Special Topics in Public Policy and Administration,Please see UGRD Calendar
27677,POLI,317,Special Topics in Political Theory,Please see UGRD Calendar
27680,POLI,318,Introduction to Strategic Studies,"This course is an introductory examination of the theoretical aspects of strategic studies, including the principles of war, as they apply to combat on land, at sea, and in the air.
Prerequisite: POLI 205 or permission of the Department.
NOTE: Students who have received credit for this topic under a POLI 398 number may not take this course for credit."
27681,POLI,319,European Politics and Government,"This course is a study of government and politics in selected European countries. It provides an analysis of political institutions, cultures, and processes."
27682,POLI,320,Development of Western Legal Systems,"This course is an overview of the major legal systems of the Western world, with special emphasis on the political decisions which influenced their growth and direction. Students study the development of Roman law, Romano-Germanic law, and English common law.
Prerequisite: POLI 203 and 207; or permission of the Department.




"
27685,POLI,321,Canadian and Quebec Law,"This course is an introduction to Canadian and Quebec law. Certain areas of criminal law, the Canadian Charter of Rights and Freedoms, and Quebec civil law are emphasized. An analysis is undertaken of criminal court structure and procedure, legal constitutional rights, and civil court structure and procedure.

NOTE: Students who have received credit for POLI 350 may not take this course for credit."
27687,POLI,322,ISRAELI POLITICAL SYSTEM,"This course introduces students to the study of the emergence and the operation of the Israeli political system and government. Topics may include the formation of the Israeli State; the legislative, the executive, political parties and the electoral process; ethnic divisions; gender and politics; and the issue of the Palestinian territories."
27689,POLI,324,PARLIAMENT AND THE CHARTER,Please see UGRD Calendar
27690,POLI,325,Administrative Law,"This course covers the purpose and nature of administrative law in the Canadian context. It examines how administrative law regulates the activities of government agencies, boards, commissions, and other departments or offices. It also covers the role of appeals processes and judicial review of administrative action.

NOTE: Students who have received credit for this topic under a POLI 314 may not take
this course for credit."
27692,POLI,327,Comparative Democratization,"This course discusses the nature of democracy and the challenges of democratization, drawing on experiences with democratization in Southern Europe, Latin America, Eastern Europe, and Africa. Students assess prospects for democratization and consider how other countries might encourage greater democracy in countries currently experiencing regime change.
Prerequisite: POLI 203 and 207; or permission of the Department.
NOTE: Students who have received credit for this topic under a POLI 398 number may not take this course for credit.



"
27693,POLI,328,Public Policy and the Politics of Equality,"This course reviews theoretical debates about the role of the state and the individual, collective and individual rights, integration, and the role of cultural diversity and identity. It examines selected policy demands of women, the poor, refugees, and other constituencies."
27694,POLI,329,American Foreign Policy,"This course covers the sources and significance of American foreign policy, including the U.S. foreign policy-making process, the political and historical context of U.S. foreign policy decision making, and the nature and dimensions of contemporary American power. Major theoretical and policy debates are considered.
Prerequisite: POLI 205 and 207; or permission of the Department.




"
27695,POLI,330,Principles of Public Administration,"This course examines the theory and practice of public administration in Canada. The nature of accountability in public sector environments is reviewed in order to study how policy is developed, implemented, and evaluated by bureaucracies, central agencies, and the legislative branches of government."
27696,POLI,331,COMPARATIVE PARTY SYSTEMS,Please see UGRD Calendar
27697,POLI,332,Theories of International Relations,"This course provides an introduction to international relations theory, covering the major debates between realism, liberalism, constructivism, and critical theory, as well as competing epistemological and methodological orientations.
Prerequisite: POLI 205 and 207; or permission of the Department.




"
27698,POLI,333,Politics of Russia,"This course is a study of the government and politics of the old and the new Russia, including emerging political, social, and economic structures, conflicts, and issues.
Prerequisite: POLI 203 and 207; or permission of the Department.




"
27699,POLI,334,Political Participation in Canada,"This course examines the various approaches to understanding the participation of the public in politics, primarily electoral but also non-electoral activities, in Canada and from a comparative perspective.
Prerequisite: POLI 204 and 207; or permission of the Department.
NOTE: Students who have received credit for this topic under a POLI 398 number may not take this course for credit.



"
27700,POLI,335,Politics of the People's Republic of China,"This course focuses on the political development of the People?s Republic of China. Topics include political mobilization, economic development, nationalism, and the policy process."
27704,POLI,339,(also listed as SCPA 339) Quebec Politics and Society/ La vie politique quebecoise,"This course is a study of the changing party structure and political issues in Quebec and their relationship to constitutional, cultural, and economic factors. On Etudiera dans ce cours l'evolution structurelle des partis et des questions politiques au Quebec en fonction de facteurs d'ordre constitutionnel, culturel et economique.

NOTE: Students who have received credit for POLI 211 or SCPA 211 may not take this course for credit.
NOTE: The course will be offered in both English and French on a rotational basis. Please consult the Undergraduate Class Schedule for details."
27705,POLI,340,Canadian Political Culture,"This course approaches Canadian politics from a societal perspective. The objective is to develop a better understanding of Canada's political culture through a cross-time and cross-national analysis.
Prerequisite: POLI 204 and 207; or permission of the Department.




"
27708,POLI,341,Provincial and Territorial Politics,"This course analyzes regional political cultures in Canada including the development of provincial political parties and public administrations, the rise of third parties, provincial and territorial constitutional positions, electoral behaviour, and institutional reform in the northern Territories.

NOTE: Students who have received credit for POLI 438 may not take this course for credit."
27712,POLI,345,Contemporary Political Philosophy,"This course examines the character of contemporary political theory when viewed from both a modernist and an anti-modernist understanding of political life. The course also involves an examination into what it means to be modern and whether the critique of modernity is itself a very modern activity.

NOTE: Students who have received credit for this topic under a POLI 398 number may not take this course for credit."
27715,POLI,349,Political and Social Theory and the City,"This course examines the theoretical and ideological aspects of city government in historical and normative perspective.
Prerequisite: POLI 206 or permission of the Department."
27716,POLI,350,Canadian and Quebec Law,"This course is an introduction to Canadian and Quebec law. It emphasizes certain areas of criminal law, the Canadian Charter of Rights and Freedoms, and Quebec civil law. An analysis is undertaken of the criminal court structure and criminal procedure, legal constitutional rights; the civil court structure and civil court procedures.
Prerequisite: POLI 204 or permission of the Department."
27717,POLI,351,Canadian Federalism,"This course is a critical and analytical study of the theory of federalism, its principles, and techniques, and the response of Canadian federal systems to the demands of cultural dualism and regional pressures.
Prerequisite: POLI 204 or permission of the Department."
27720,POLI,352,COMPARATIVE URBAN POLITICS AND GOVERNMENT,"This course deals with politics and government in selected Canadian cities, with comparative reference to cities elsewhere in the world."
